time,prefix,asID,OriginMatch,IRR,Parent,SameOrg,PC,Depen,Distance
1650475131,195.149.127.0/24,207177,0.0,0.0,0.0,0.0,0.0,0.0,0.9940163400951408
1650475131,2.58.60.0/22,207177,0.0,0.0,0.0,0.0,0.0,0.0,0.9940187751870082
1650475131,5.252.168.0/22,207177,0.0,0.0,0.0,0.0,0.0,0.0,0.9940163400951408
1650475131,80.94.80.0/23,207177,0.0,0.0,0.0,0.0,0.0,0.0,0.9691112299303236
1655961248,77.47.128.0/17,208747,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1647150881,170.83.219.0/24,4200000178,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1645534074,91.231.164.0/22,198726,0.0,0.0,0.0,0.0,0.0,0.0,0.935930749938927
1644938399,89.41.168.0/22,51102,0.0,0.0,0.0,0.0,0.0,0.0,0.9698332542438952
1644952652,103.132.178.0/24,65560,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1646900863,93.170.0.0/15,208946,0.0,0.0,0.0,0.0,0.0,0.0,0.9870308150461664
1645188912,195.69.230.0/24,213168,0.0,0.0,0.0,0.0,0.0,0.0,0.9947196929148846
1640840126,95.46.0.0/15,50688,0.0,0.0,0.0,0.0,0.0,0.0,0.952997603829213
1640839441,96.96.0.0/12,56060,0.0,0.0,0.0,0.0,0.0,0.0,0.996958686520562
1647588012,103.175.14.0/23,147002,0.0,0.0,0.0,0.0,0.0,0.0,0.9496399758103056
1640397286,172.32.0.0/11,8346,0.0,0.0,0.0,0.0,0.0,0.0,0.9925175552471028
1640397286,80.144.0.0/13,8346,0.0,0.0,0.0,0.0,0.0,0.0,0.986795010639211
1642065595,31.210.20.0/24,136923,0.0,0.0,0.0,0.0,0.0,0.0,0.9812628540717352
1642065595,37.0.10.0/24,136923,0.0,0.0,0.0,0.0,0.0,0.0,0.9923793987711084
1655712632,20.0.0.0/11,8452,0.0,0.0,0.0,0.0,0.0,0.0,0.9832425878371498
1641096821,103.140.212.0/24,70555,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1654639815,172.32.0.0/11,265345,0.0,0.0,0.0,0.0,0.0,0.0,0.9918309484153822
1654642769,18.194.0.0/15,53146,0.0,0.0,0.0,0.0,0.0,0.0,0.9926727747194878
1640811035,23.230.0.0/16,64511,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1640811035,23.230.96.0/19,64511,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1645687256,142.250.0.0/15,53146,0.0,0.0,0.0,0.0,0.0,0.0,0.9913003385796668
1645735844,170.83.172.0/24,262253,0.0,0.0,0.0,0.0,1.0,0.0,0.9328395207012112
1642542860,103.120.223.0/24,65560,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1649326540,172.32.0.0/11,209998,0.0,0.0,0.0,0.0,0.0,0.0,0.9945972038172158
1654860455,103.54.100.0/24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9584958285783132
1654860455,103.54.101.0/24,8,0.0,0.0,0.0,0.0,0.0,0.0,0.9584958285783132
1651086689,136.175.124.0/24,33130,0.0,0.0,0.0,0.0,0.0,0.0,0.9663787384267366
1648469186,104.244.42.0/24,8342,0.0,0.0,0.0,0.0,0.0,0.0,0.9953406266319482
1640724824,103.100.181.0/24,10,0.0,0.0,0.0,0.0,0.0,0.0,0.9947600034523748
1649200799,131.196.82.0/24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.995976428171136
1641397649,138.255.23.0/24,262253,0.0,0.0,0.0,0.0,0.0,0.0,0.9770843718004304
1652325270,170.39.227.0/24,4233001668,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1639564018,101.103.0.0/16,139646,0.0,0.0,0.0,0.0,0.0,0.0,0.9879019597484128
1639593227,31.130.184.0/24,59721,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1639593226,31.130.185.0/24,59721,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1639593226,31.130.186.0/24,59721,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1640085874,188.17.224.0/19,28267,0.0,0.0,0.0,0.0,0.0,0.0,0.995238558349449
1654516911,185.243.172.0/22,4200000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1654516911,45.153.192.0/22,4228100017,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1652986988,185.153.92.0/24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9933765715415008
1652988860,172.69.4.0/22,8026,0.0,0.0,0.0,0.0,0.0,0.0,0.980362139561263
1652988860,176.0.0.0/13,8026,0.0,0.0,0.0,0.0,0.0,0.0,0.9933503959516246
1652988860,190.1.0.0/23,8026,0.0,0.0,0.0,0.0,0.0,0.0,0.9858231227667889
1650572826,210.48.150.0/23,4202202131,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1662441126,77.47.178.0/24,208747,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1662441126,77.47.179.0/24,208747,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1662480819,181.232.147.0/24,61689,0.0,0.0,0.0,0.0,0.0,0.0,0.8380264710909412
1662496511,13.104.0.0/14,264619,0.0,0.0,0.0,0.0,0.0,0.0,0.9969732296063732
1662502147,185.161.65.0/24,48678,0.0,0.0,0.0,0.0,1.0,1.0,0.9659664654973008
1662559515,185.202.180.0/22,43571,0.0,0.0,0.0,0.0,0.0,0.0,0.9832413935647646
1662628776,88.151.9.0/24,212271,0.0,0.0,0.0,0.0,0.0,0.0,0.938195690206969
1662638365,195.16.75.0/24,3209,0.0,0.0,0.0,0.0,1.0,0.0,0.7610488029669298
1662637835,85.254.64.0/23,60068,0.0,0.0,0.0,0.0,1.0,0.0,0.9942453225294564
1662712753,77.101.16.0/22,39238,0.0,0.0,0.0,0.0,0.0,0.0,0.9839271294592552
1662996898,190.184.246.0/24,7162,0.0,0.0,0.0,0.0,0.0,0.0,0.9783684190346368
1663158640,157.254.231.0/24,38337,0.0,0.0,0.0,0.0,0.0,0.0,0.9943617900139392
1663200956,185.95.156.0/24,42831,0.0,0.0,0.0,0.0,0.0,0.0,0.9531530765644912
1663200956,85.239.148.0/24,42831,0.0,0.0,0.0,0.0,0.0,0.0,0.9531530765644912
1663307670,45.114.77.0/24,6453,0.0,0.0,0.0,0.0,0.0,0.0,0.9881094598220096
1663317232,185.169.92.0/22,203,0.0,0.0,0.0,0.0,0.0,0.0,0.9926810166730408
1663317232,193.72.147.0/24,203,0.0,0.0,0.0,0.0,0.0,0.0,0.9925701012970376
1663326370,5.11.163.0/24,4755,0.0,0.0,0.0,0.0,0.0,0.0,0.9869625385750652
1663372883,152.89.171.0/24,212728,0.0,0.0,0.0,0.0,1.0,0.0,0.768695233756483
1663433766,203.32.41.0/24,49999,0.0,0.0,0.0,0.0,0.0,0.0,0.9961286293014756
1663542660,2a0e:f201::/32,30633,0.0,0.0,0.0,0.0,0.0,0.0,0.9764795134203932
1663589673,45.152.197.0/24,7018,0.0,0.0,0.0,0.0,0.0,0.0,0.9491309715132348
1663643372,190.89.20.0/24,271561,0.0,0.0,0.0,0.0,0.0,0.0,0.9698267655334069
1663781097,185.205.192.0/24,14576,0.0,0.0,0.0,0.0,0.0,0.0,0.991351042425524
1663781097,185.205.193.0/24,14576,0.0,0.0,0.0,0.0,0.0,0.0,0.9908390122978172
1663821533,185.243.6.0/24,49532,0.0,0.0,0.0,0.0,0.0,0.0,0.8582758160877099
1663900219,91.221.117.0/24,18403,0.0,0.0,0.0,0.0,0.0,0.0,0.9939256316087176
1663958845,103.136.231.0/24,3223,0.0,0.0,0.0,0.0,0.0,0.0,0.992941767560482
1664021853,84.32.82.0/24,48678,0.0,0.0,0.0,0.0,0.0,0.0,0.9936369476996292
1664025787,2404:f4c0:f5c0::/44,47158,0.0,0.0,0.0,0.0,0.0,0.0,0.9965153427218684
1664103863,194.5.99.0/24,6060,0.0,0.0,0.0,0.0,0.0,0.0,0.9919577506914862
1664159352,195.66.224.0/21,9304,0.0,0.0,0.0,0.0,0.0,0.0,0.9944826576623416
1664213912,5.178.0.0/24,28787,0.0,0.0,0.0,0.0,0.0,0.0,0.5565455518762988
1664213912,5.178.1.0/24,28787,0.0,0.0,0.0,0.0,0.0,0.0,0.5565455518762988
1664258740,195.69.230.0/24,213168,0.0,0.0,0.0,0.0,0.0,0.0,0.9947196929148846
1664295859,87.254.3.0/24,48678,0.0,0.0,0.0,0.0,0.0,0.0,0.981972117473032
1664295859,88.216.42.0/24,48678,0.0,0.0,0.0,0.0,0.0,0.0,0.97524626803894
1664390320,170.84.37.0/24,12956,0.0,0.0,0.0,0.0,0.0,0.0,0.9888842407592534
1664499373,93.185.152.0/22,396356,0.0,0.0,0.0,0.0,1.0,0.0,0.9970243096689788
1664803760,45.123.40.0/24,134382,0.0,0.0,0.0,0.0,0.0,0.0,0.996223938543694
1664803760,45.123.41.0/24,134382,0.0,0.0,0.0,0.0,0.0,0.0,0.996223938543694
1664811529,2607:f698:ffff::/48,35280,0.0,0.0,0.0,0.0,0.0,1.0,0.9923608905235056
1664842409,34.32.34.0/24,35280,0.0,0.0,0.0,0.0,0.0,0.0,0.9937769975481062
1664885929,138.94.72.0/22,282848,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1664890800,89.248.163.0/24,35539,0.0,0.0,0.0,0.0,0.0,0.0,0.980920602616776
1664900025,185.89.232.0/23,203,0.0,0.0,0.0,0.0,0.0,0.0,0.992782210608587
1664900025,185.89.234.0/23,203,0.0,0.0,0.0,0.0,0.0,0.0,0.9927550074136764
1664947936,138.186.5.0/24,3549,0.0,0.0,0.0,0.0,0.0,0.0,0.9737040210180544
1665118002,85.239.144.0/22,396356,0.0,0.0,0.0,0.0,1.0,0.0,0.9970243096689788
1665139816,65.110.46.0/24,60068,0.0,0.0,0.0,0.0,0.0,0.0,0.9938652337000976
1665179675,168.228.84.0/24,26661,0.0,0.0,0.0,0.0,0.0,0.0,0.9921807833323694
1665234134,150.129.178.0/24,6453,0.0,0.0,0.0,0.0,0.0,0.0,0.9897669938252788
1665347632,84.255.153.0/24,4755,0.0,0.0,0.0,0.0,0.0,0.0,0.9762285414481282
1665357767,185.45.31.0/24,263483,0.0,0.0,0.0,0.0,0.0,0.0,0.9923172166116764
1665429321,45.141.233.0/24,60458,0.0,0.0,0.0,0.0,0.0,0.0,0.9595552156376702
1665429321,45.141.234.0/24,60458,0.0,0.0,0.0,0.0,0.0,0.0,0.9455609447323362
1665446503,161.123.172.0/24,60458,0.0,0.0,0.0,0.0,0.0,0.0,0.9913215450020324
1665446503,161.123.173.0/24,60458,0.0,0.0,0.0,0.0,0.0,0.0,0.9913215450020324
1665446496,93.152.216.0/24,60458,0.0,0.0,0.0,0.0,0.0,0.0,0.9955622075395766
1665504515,45.146.242.0/23,7018,0.0,0.0,0.0,0.0,0.0,0.0,0.9508287238225104
1665562157,154.206.12.0/24,138915,0.0,0.0,0.0,0.0,0.0,0.0,0.9941546354814386
1665573766,2a06:a006:1392::/48,206016,0.0,0.0,0.0,0.0,0.0,0.0,0.994732528800078
1665730986,121.50.191.0/24,3491,0.0,0.0,0.0,0.0,0.0,0.0,0.9935848534103888
1665751531,160.20.10.0/24,9860,0.0,0.0,0.0,0.0,0.0,0.0,0.9680725436722142
1665751531,160.20.8.0/24,9860,0.0,0.0,0.0,0.0,0.0,0.0,0.9680725436722142
1666109419,45.144.213.0/24,48678,0.0,0.0,0.0,0.0,0.0,0.0,0.9580657462766576
1666290973,192.169.5.0/24,7303,0.0,0.0,0.0,0.0,0.0,0.0,0.992241722748876
1666322594,131.72.169.0/24,10,0.0,0.0,0.0,0.0,0.0,0.0,0.9918753560766584
1666356020,131.72.169.0/24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.9936019827376552
1666429275,193.111.117.0/24,21859,0.0,0.0,0.0,0.0,1.0,0.0,0.9971014271472216
1666430734,212.193.6.0/24,48678,0.0,0.0,0.0,0.0,0.0,0.0,0.9940243107806038
1666463656,192.169.161.0/24,7303,0.0,0.0,0.0,0.0,0.0,0.0,0.992241722748876
1666566587,45.131.187.0/24,47924,0.0,0.0,0.0,0.0,0.0,0.0,0.9944275858161036
1666590221,190.26.30.0/24,6621,0.0,0.0,0.0,0.0,1.0,0.0,0.9829708711607612
1666641746,51.38.71.0/24,9498,0.0,0.0,0.0,0.0,0.0,0.0,0.9924697061269016
1666660801,217.68.217.0/24,6453,0.0,0.0,0.0,0.0,1.0,0.0,0.980028948760724
1666794938,94.154.124.0/24,8220,0.0,0.0,0.0,0.0,0.0,0.0,0.9902921552172982
1666811129,218.98.81.0/24,57844,0.0,0.0,0.0,0.0,0.0,0.0,0.9931050037457232
1666811129,218.98.82.0/24,57844,0.0,0.0,0.0,0.0,0.0,0.0,0.9931050037457232
1666859674,100.20.30.0/24,37063,0.0,0.0,0.0,0.0,0.0,0.0,0.9959906390940976
1666881954,103.190.179.0/24,59436,0.0,0.0,0.0,0.0,0.0,0.0,0.9727329609509616
1666958898,103.80.78.0/24,137532,0.0,0.0,0.0,0.0,1.0,0.0,0.9921959220544204
1666958898,103.80.79.0/24,137532,0.0,0.0,0.0,0.0,1.0,0.0,0.9576436427545572
1667063966,45.85.250.0/24,141158,0.0,0.0,0.0,0.0,0.0,0.0,0.9934674467852184
1667118348,93.93.246.0/24,210756,0.0,0.0,0.0,0.0,0.0,0.0,0.9936742201659112
1667186714,185.221.197.0/24,9107,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1667241845,217.119.129.0/24,9107,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1667290412,103.149.162.0/24,150150,0.0,0.0,0.0,0.0,1.0,0.0,0.9364573586721444
1667379100,31.3.223.0/24,3356,0.0,0.0,0.0,0.0,0.0,0.0,0.9922496258602362
1667459501,2a05:dfc7:1604::/48,203458,0.0,0.0,0.0,0.0,0.0,0.0,0.997332607981522
1667540157,172.62.0.0/24,265345,0.0,0.0,0.0,0.0,0.0,0.0,0.9918309484153822
1667540157,172.64.0.0/24,265345,0.0,0.0,0.0,0.0,0.0,0.0,0.9918309484153822
1667540157,172.66.0.0/24,265345,0.0,0.0,0.0,0.0,0.0,0.0,0.9918309484153822
1667582940,185.80.40.0/24,202532,0.0,0.0,0.0,0.0,0.0,0.0,0.9730638155107572
1667582940,185.80.42.0/24,202532,0.0,0.0,0.0,0.0,0.0,0.0,0.9730638155107572
1667775123,5.252.80.0/24,400328,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1667904210,94.137.79.0/24,400377,0.0,0.0,0.0,0.0,0.0,0.0,0.9883262630001683
1667982572,23.142.82.0/24,149064,0.0,0.0,0.0,0.0,0.0,0.0,0.996921366659554
1668014168,138.59.116.0/22,271791,0.0,0.0,0.0,0.0,0.0,0.0,0.8986426773635432
1668014168,170.245.34.0/24,271791,0.0,0.0,0.0,0.0,0.0,0.0,0.8986426773635432
1668087222,103.170.230.0/24,20,0.0,0.0,0.0,0.0,0.0,0.0,0.9962485089074304
1668180456,194.180.49.0/24,38337,0.0,0.0,0.0,0.0,0.0,0.0,0.9931335277480848
1668245273,62.182.174.0/24,48678,0.0,0.0,0.0,0.0,0.0,0.0,0.9761859604515628
1668264229,212.70.189.0/24,202199,0.0,0.0,0.0,0.0,0.0,0.0,0.995018881797032
1668624282,154.197.25.0/24,269931,0.0,0.0,0.0,0.0,0.0,0.0,0.5802158661405141
1668665419,146.19.93.0/24,12735,0.0,0.0,0.0,0.0,0.0,0.0,0.962849978841526
1668750714,81.246.7.0/24,6663,0.0,0.0,0.0,0.0,0.0,0.0,0.9613848503835332
1668804617,2803:df10::/32,61448,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1668819075,45.139.8.0/24,42440,0.0,0.0,0.0,0.0,0.0,1.0,0.9948304468053796
1668902322,193.221.112.0/24,213306,0.0,0.0,0.0,0.0,1.0,0.0,0.8991417062864769
1669023460,79.175.66.0/24,212384,0.0,0.0,0.0,0.0,0.0,0.0,0.9923497266930712
1669051209,180.178.150.0/24,139879,0.0,0.0,0.0,0.0,1.0,1.0,0.8302363374098829
1669081354,2400:cb00:611::/48,24550,0.0,0.0,0.0,0.0,1.0,0.0,0.621206340822428
1669249423,126.99.110.0/24,174,0.0,0.0,0.0,0.0,0.0,0.0,0.9969806687821812
1669249675,185.65.204.0/24,15924,0.0,0.0,0.0,0.0,0.0,0.0,0.9800656796618746
1669249675,185.65.205.0/24,15924,0.0,0.0,0.0,0.0,0.0,0.0,0.9800656796618746
1669283736,85.154.211.0/24,211510,0.0,0.0,0.0,0.0,0.0,0.0,0.9869093166084404
1669304616,185.74.35.0/24,4,0.0,0.0,0.0,0.0,0.0,0.0,0.9933658603918748
1669334882,163.5.145.0/24,30823,0.0,0.0,0.0,0.0,0.0,0.0,0.9661013989931652
1669350429,101.178.4.0/23,149290,0.0,0.0,0.0,0.0,0.0,0.0,0.9878814168347984
1669375324,103.159.150.0/24,1339967,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1669473612,31.3.1.0/24,59239,0.0,0.0,0.0,0.0,0.0,0.0,0.990038530041612
1669483745,185.204.2.0/24,15399,0.0,0.0,0.0,0.0,0.0,0.0,0.9898555943507334
1669483764,197.80.0.0/13,15399,0.0,0.0,0.0,0.0,0.0,0.0,0.9763756825503024
1669483742,37.57.137.0/24,15399,0.0,0.0,0.0,0.0,0.0,0.0,0.9883905411244964
1669483747,91.198.174.0/24,15399,0.0,0.0,0.0,0.0,0.0,0.0,0.9955841346902002
1669598964,103.88.139.0/24,38442,0.0,0.0,0.0,0.0,1.0,0.0,0.9833591025774524
1669706640,154.16.183.0/24,60781,0.0,0.0,0.0,0.0,0.0,0.0,0.993973411866091
