time,prefix,as_path,as_origin,roa_origin
1657876992,36.75.120.0/21,None,7713,7713
1657917272,36.75.168.0/21,None,7713,7713
1657802069,36.88.32.0/19,None,7713,7713
1657746154,36.88.96.0/19,None,7713,7713
1657885660,36.88.128.0/19,None,7713,7713
1657774179,36.90.8.0/22,None,7713,7713
1657788120,36.90.24.0/22,None,7713,7713
1657805362,36.90.36.0/22,None,7713,7713
1657819176,36.90.52.0/22,None,7713,7713
1657738293,36.90.64.0/22,None,7713,7713
1657738410,36.90.88.0/22,None,7713,7713
1657738359,36.90.92.0/23,None,7713,7713
1657738391,36.90.94.0/23,None,7713,7713
1657753420,36.90.96.0/22,None,7713,7713
1657741290,36.90.108.0/22,None,7713,7713
1657758655,36.90.126.0/23,None,7713,7713
1657903618,36.90.148.0/23,None,7713,7713
1657901939,36.90.154.0/23,None,7713,7713
1657738248,36.90.176.0/22,None,7713,7713
1657738285,36.90.184.0/23,None,7713,7713
1657840478,36.90.220.0/23,None,7713,7713
1657867486,36.90.226.0/23,None,7713,7713
1657861931,36.90.228.0/23,None,7713,7713
1657863705,36.90.230.0/23,None,7713,7713
1657878611,36.90.240.0/23,None,7713,7713
1657876930,36.90.246.0/23,None,7713,7713
1657872953,36.90.248.0/23,None,7713,7713
1657874684,36.90.250.0/23,None,7713,7713
1657870936,36.90.254.0/23,None,7713,7713
1657915890,37.6.0.0/21,None,25472,25472
1657738206,37.6.24.0/24,None,25472,25472
1657738206,37.6.26.0/24,None,25472,25472
1657738206,37.6.69.0/24,None,25472,25472
1657738206,37.6.80.0/21,None,25472,25472
1657738206,37.6.169.0/24,None,25472,25472
1657738206,37.6.214.0/24,None,25472,25472
1657738206,37.6.215.0/24,None,25472,25472
1657738206,37.6.218.0/23,None,25472,25472
1657738206,37.6.222.0/23,None,25472,25472
1657738206,37.6.226.0/23,None,25472,25472
1657920120,37.152.185.0/24,None,202468,208006
1657919236,41.204.190.0/24,None,327945,36914
1657916989,2001:c20:48cd::/48,None,9255,3758
1657916989,2001:c20:48cf::/48,None,9255,3758
1657916989,2001:c38:20f8::/48,None,9335,9335
1657910805,2001:db0:4003:ffff::2/128,None,17766,17766
1657915928,2001:df5:af80::/48,None,18229,135877
1657738194,2001:fb0:1064:18::/64,None,7470,7470
1657876550,2001:4403:0:102::/64,None,9901,9901
1657876550,2001:4403:0:115::/64,None,9901,9901
1657876550,2001:4403:0:132::/64,None,9901,9901
1657876550,2001:4403:117::/64,None,9901,9901
1657738054,2001:48a8:68fe::/48,None,237,237
1657917576,2001:5000:b02::/48,None,1273,1273
1657920279,2400:9940::/48,None,136224,136224
1657802475,2400:a980::/32,None,133111,133111
1657802475,2400:a980:da::/48,None,133111,133111
1657802475,2400:a980:df::/48,None,133111,133111
1657802475,2400:a980:e5::/48,None,133111,133111
1657802475,2400:a980:800::/40,None,133111,133111
1657802475,2400:a980:1800::/40,None,133111,133111
1657802474,2400:a980:2400::/40,None,133518,133111
1657802475,2400:a980:2cff::/48,None,133111,133111
1657802475,2400:a980:5000::/40,None,133111,133111
1657802475,2400:a980:54ff::/48,None,133111,133111
1657802475,2400:a980:70ff::/48,None,133111,133111
1657889456,2400:ca02:f010::/48,None,23688,23688
1657889456,2400:ca02:f018::/48,None,23688,23688
1657889456,2400:ca02:f01a::/48,None,23688,23688
1657889456,2400:ca02:f07f::/48,None,23688,23688
1657889456,2400:ca02:f0e2::/48,None,23688,23688
1657889456,2400:ca07:f033::/48,None,23688,23688
1657737993,2400:d280:1::/48,None,45648,45648
1657737993,2400:d280:9::/48,None,45648,45648
1657917818,2401:4900:ee0::/44,None,134426,45609
1657920365,2401:7000:a0a1::/48,None,45177,45177
1657921478,2401:7000:ac00::/38,None,45177,45177
1657920854,2401:7000:c600::/40,None,45177,45177
1657922268,2401:7000:c980::/41,None,45177,45177
1657920750,2401:7000:d100::/40,None,45177,45177
1657920769,2401:7000:d200::/40,None,45177,45177
1657738119,2401:9640:4004::/48,None,133982,133982
1657738126,2402:4f00:4000::20/125,None,58453,58453
1657738126,2402:4f00:4000::40/125,None,58453,58453
1657918148,2402:fd40::/48,None,137889,137889
1657919468,2403:6200:7104::/48,None,45758,45758
1657738145,2403:8600:c10::/44,None,55441,45820
1657919726,2404:5c0:2002::/48,None,138466,138466
1657921769,2404:1f00:8000::/36,None,55947,55947
1657921769,2404:1f00:ffa7::/48,None,55947,55947
1657922039,2404:7ac0:608::/48,None,4842,147001
1657917433,2405:b40:14::/48,None,55674,55674
1657917433,2405:b40:22::/48,None,55674,55674
1657917433,2405:b40:31::/48,None,55674,55674
1657917433,2405:b40:706::/48,None,55674,55674
1657922067,2405:1340::/32,None,9654,137955
1657916239,103.26.81.0/24,None,9541,24440
1657916217,103.26.84.0/24,None,9541,24440
1657916217,103.26.86.0/24,None,9541,24440
1657897867,103.28.24.0/24,None,24295,17675
1657737989,103.30.144.57/32,None,46050,46050
1657852880,103.36.105.0/24,None,134327,55470
1657915590,103.42.208.0/24,None,133788,133788
1657738167,103.43.148.161/32,None,133854,133854
1657738167,103.43.148.174/32,None,133854,133854
1657738167,103.43.148.178/32,None,133854,133854
1657738167,103.43.148.186/32,None,133854,133854
1657913619,103.46.215.0/24,None,133895,10214
1657920522,103.53.216.0/22,None,55933,203020
1657921113,103.57.217.0/24,None,133984,4755+6453
1657738209,103.58.73.226/32,None,58717,134204
1657738034,103.58.149.202/32,None,63989,63989
1657871768,103.60.198.0/24,None,134043,9830
1657877691,103.70.196.0/24,None,138754,135711
1657738209,103.75.239.233/32,None,58717,58717
1657738343,103.82.5.107/32,None,63916,55799
1657874655,103.82.72.0/24,None,141326,150584
1657738034,103.82.248.2/32,None,63989,63989
1657738034,103.82.248.34/32,None,63989,63989
1657738034,103.82.248.105/32,None,63989,63989
1657914487,103.82.254.0/24,None,45814,139621
1657804547,103.84.80.0/24,None,45194,138520
1657919994,103.86.192.0/24,None,136406,58715
1657737996,103.87.255.0/32,None,18172,18172
1657737996,103.87.255.11/32,None,18172,18172
1657737996,103.87.255.19/32,None,18172,18172
1657737996,103.87.255.24/32,None,18172,18172
1657737996,103.87.255.32/32,None,18172,18172
1657737996,103.87.255.36/32,None,18172,18172
1657737996,103.87.255.69/32,None,18172,18172
1657737996,103.87.255.70/32,None,18172,18172
1657737996,103.87.255.87/32,None,18172,18172
1657737996,103.87.255.90/32,None,18172,18172
1657737996,103.87.255.95/32,None,18172,18172
1657737996,103.87.255.112/32,None,18172,18172
1657737996,103.87.255.207/32,None,18172,18172
1657737996,103.87.255.211/32,None,18172,18172
1657737996,103.87.255.218/32,None,18172,18172
1657737996,103.87.255.223/32,None,18172,18172
1657737996,103.87.255.225/32,None,18172,18172
1657737996,103.87.255.230/32,None,18172,18172
1657737996,103.87.255.246/32,None,18172,18172
1657737996,103.87.255.249/32,None,18172,18172
1657737996,103.87.255.250/32,None,18172,18172
1657737996,103.87.255.253/32,None,18172,18172
1657738269,103.91.206.75/32,None,138156,138156
1657916319,103.93.15.0/24,None,58895,141711
1657916212,103.96.103.0/24,None,32475,136686
1657895477,103.98.129.0/24,None,58504,136905
1657882667,103.100.142.0/24,None,135026,137557
1657920797,103.101.49.0/24,None,142612,136978
1657738247,103.101.191.100/32,None,133448,133448
1657884873,103.107.8.0/24,None,136600,976
1657868411,103.114.0.0/24,None,133001,150583
1657738236,103.119.128.88/32,None,137990,137990
1657738236,103.119.128.92/32,None,137990,137990
1657738236,103.119.129.100/32,None,137990,137990
1657916326,103.120.117.0/24,None,138039,136030
1657911962,103.120.192.0/23,None,134585,134585
1657916487,103.124.188.0/24,None,17995,17995
1657916487,103.124.220.0/24,None,17995,17995
1657916487,103.124.222.0/24,None,17995,17995
1657738208,103.124.236.233/32,None,58717,134781
1657916487,103.125.4.0/24,None,17995,17995
1657916487,103.125.5.0/24,None,17995,17995
1657916487,103.125.8.0/24,None,17995,17995
1657916487,103.125.9.0/24,None,17995,17995
1657916487,103.127.12.0/24,None,17995,17995
1657803755,103.127.53.0/24,None,17995,17995
1657904521,103.127.248.0/23,None,24373,138527
1657867888,103.133.38.0/24,None,134303,134330+138268
1657922398,103.138.123.0/24,None,139004,58629
1657916354,103.138.130.0/23,None,139005,24511
1657910495,103.140.73.0/24,None,138740,137681
1657921824,103.140.76.0/24,None,138874,55666
1657921835,103.144.27.0/24,None,56272,139493
1657738208,103.146.42.247/32,None,58717,139870
1657784210,103.147.22.0/24,None,131668,18041
1657921813,103.149.0.0/24,None,134780,138660
1657828902,103.151.41.0/24,None,39618,213035+63796+210542
1657918871,103.152.126.0/24,None,36492,14593
1657920894,103.152.127.0/24,None,36492,14593
1657738250,103.160.63.251/32,None,140443,140443
1657889238,103.160.166.0/24,None,141301,137109
1657920754,103.161.237.0/24,None,134134,132104
1657887945,103.170.9.0/24,None,45804,141014
1657910910,103.173.50.0/24,None,140120,137109
1657766643,103.176.156.0/24,None,138264,147243
1657854540,103.176.212.0/24,None,137109,140120
1657825406,103.178.177.0/24,None,149240,138768
1657876362,103.181.10.0/24,None,141536,149266
1657887267,103.181.93.0/24,None,138798,133710
1657919851,103.183.80.0/24,None,135248,136334
1657922086,103.188.231.0/24,None,64445,49367
1657738208,103.196.234.161/32,None,58717,55492
1657856578,103.206.119.0/24,None,134930,139567
1657921869,103.225.192.0/22,None,132827,15412
1657738103,103.228.200.100/32,None,134732,64005
1657738166,103.244.140.173/32,None,139870,139870
1657922343,103.244.141.0/24,None,132530,139870
1657738166,103.244.142.55/32,None,139870,139870
1657883465,104.36.86.0/24,None,213122,400304
1657738367,104.37.248.0/24,None,19045,19045
1657738367,104.37.250.0/24,None,19045,19045
1657738118,199.203.20.209/32,None,1680,1680
1657738118,199.203.122.106/32,None,1680,1680
1657738118,199.203.139.167/32,None,1680,1680
1657738118,199.203.139.191/32,None,1680,1680
1657738118,199.203.247.28/31,None,1680,1680
1657738118,199.203.255.84/32,None,1680,1680
1657738118,199.203.255.85/32,None,1680,1680
1657738118,199.203.255.86/32,None,1680,1680
1657916818,199.245.58.0/24,None,21859,63593
1657920696,199.250.136.0/21,None,12975,15975
1657920696,199.250.152.0/21,None,12975,15975
1657894539,200.2.14.0/24,None,7965,7965
1657895377,200.2.15.0/24,None,7965,7965
1657915853,200.15.5.0/24,None,265269,2914
1657904446,200.26.208.0/23,None,52233,11081
1657922088,200.26.210.0/23,None,52233,11081
1657922373,200.46.20.0/24,None,21599,18809
1657884636,200.59.6.0/24,None,12150,12150
1657884638,200.59.11.0/24,None,12150,12150
1657884638,200.59.12.0/24,None,12150,12150
1657901874,200.72.62.0/24,None,6471,27651
1657862136,200.72.115.0/24,None,6471,27651
1657862136,200.72.116.0/24,None,6471,27651
1657862136,200.72.210.0/24,None,6471,27651
1657862136,200.72.212.0/24,None,6471,27651
1657862136,200.72.215.0/24,None,6471,27651
1657913701,200.73.124.0/22,None,27901,27901
1657859703,200.81.181.0/24,None,10617,10617
1657870365,200.93.226.0/24,None,27947,198949
1657916994,200.110.16.0/23,None,21575,19180
1657916994,200.110.28.0/23,None,21575,19180
1657916994,200.110.32.0/23,None,21575,19180
1657898297,200.110.162.0/23,None,27877,27877
1657848272,200.114.96.0/24,None,28080,28080
1657914161,200.114.102.0/24,None,28080,28080
1657922393,200.115.39.0/24,None,19582,19582
1657922393,200.115.44.0/24,None,19582,19582
1657893171,200.124.69.0/24,None,269921,269921
1657888152,200.159.186.0/24,None,28605,28584
1657921499,200.159.190.0/24,None,28605,28584
1657891293,201.131.88.0/24,None,27951,27951
1657891296,201.131.89.0/24,None,27951,27951
1657899476,201.221.110.0/24,None,10617,10617
1657898646,201.221.111.0/24,None,10617,10617
1657906230,202.5.26.0/24,None,40676,398395
1657921739,202.43.227.0/24,None,137990,149282
1657921486,202.57.18.0/24,None,18112,149707
1657921486,202.57.22.0/24,None,18112,18112
1657921486,202.57.25.0/24,None,18112,140469
1657915184,202.57.28.0/23,None,18112,9341
1657920887,202.57.28.0/24,None,18112,9341
1657921486,202.57.30.0/24,None,18112,9341
1657891441,202.59.12.0/24,None,45814,139088+136969+142300+140732
1657891441,202.59.13.0/24,None,45814,139088+136969+140732+142300
1657891441,202.59.14.0/24,None,45814,139088+136969+140732+142300
1657738181,202.61.43.35/32,None,38193,23966
1657877008,202.62.9.0/24,None,9341,9341
1657922087,202.64.13.0/24,None,9381,202+3356+39743
1657922290,202.65.155.0/24,None,18229,18101
1657811377,202.66.173.0/24,None,132420,133683
1657922302,202.80.224.0/24,None,45458,141692
1657844296,202.101.42.0/24,None,4811,4812
1657896917,202.101.60.0/24,None,4811,4812
1657876122,202.101.61.0/24,None,4811,4812
1657834667,202.109.114.0/24,None,4811,4812
1657789940,202.127.96.0/24,None,17910,17910
1657746780,202.127.97.0/24,None,17910,17910
1657738015,202.128.210.42/32,None,17547,17547
1657846998,202.133.75.0/24,None,135706,134940
1657920450,202.137.192.0/21,None,9328,4826
1657738191,202.139.138.208/28,None,7474,198949
1657921453,202.139.241.0/24,None,7496,49999
1657846930,202.141.105.0/24,None,18101,2697
1657904859,202.157.189.0/24,None,136170,136170
1657901371,202.158.16.0/22,None,4787,4787
1657901369,202.158.18.0/23,None,4787,4787
1657901371,202.158.28.0/22,None,4787,4787
1657891553,202.158.34.0/23,None,4787,4787
1657891553,202.158.46.0/23,None,4787,4787
1657901371,202.158.56.0/22,None,4787,4787
1657906848,202.158.60.0/22,None,4787,4787
1657891550,202.158.77.0/24,None,4787,4787
1657911745,202.158.80.0/20,None,4787,4787
1657911745,202.158.80.0/23,None,4787,4787
1657917281,202.158.81.0/24,None,4787,4787
1657918920,202.158.88.0/21,None,4787,4787
1657920613,202.158.94.0/23,None,4787,4787
1657920405,202.158.96.0/22,None,4787,4787
1657921890,202.158.96.0/23,None,4787,4787
1657915512,202.158.98.0/23,None,4787,4787
1657900130,202.158.102.0/23,None,4787,4787
1657903831,202.158.106.0/23,None,4787,4787
1657907986,202.158.108.0/22,None,4787,4787
1657916860,202.162.211.0/24,None,9341,9341
1657738405,202.165.80.0/22,None,136255,136255
1657891567,202.169.168.0/22,None,24167,9264
1657922202,202.179.88.0/24,None,58659,24392
1657905790,202.183.66.0/24,None,6421,6453
1657738318,202.183.167.36/32,None,7568,9891
1657738318,202.183.192.230/32,None,7568,9891
1657738318,202.183.193.211/32,None,7568,9891
1657891588,202.191.161.0/24,None,9583,9583
1657738262,72.214.38.0/24,None,22773,22773
1657884362,74.80.254.0/24,None,21743,7018
1657738258,74.85.38.0/24,None,19904,54858+11404
1657782816,74.85.80.0/21,None,30335,54858+11404
1657921857,74.115.92.0/22,None,32413,32413
1657918157,76.191.89.0/24,None,395442,54858+11404
1657903434,77.36.5.0/24,None,34744,211306
1657886661,77.36.28.0/24,None,9009,9009
1657819001,77.36.165.0/24,None,50810,42586
1657833002,77.83.104.0/24,None,61317,61317
1657917775,77.238.108.0/22,None,43754,58224
1657921967,78.37.52.0/23,None,12389,12389
1657879650,78.89.151.0/24,None,29357,29357
1657874681,78.89.156.0/22,None,29357,29357
1657918679,78.89.192.0/24,None,29357,29357
1657839778,78.133.213.0/24,None,202389,12912+5588
1657891650,78.135.68.0/24,None,211735,210410
1657787930,78.152.170.178/32,None,8779,8779
1657896181,78.158.173.0/24,None,204650,24631
1657883052,78.158.177.0/24,None,204650,24631
1657844807,78.158.189.0/24,None,204650,24631
1657920915,79.107.99.0/24,None,25472,25472
1657738207,79.107.112.0/22,None,25472,25472
1657738207,79.107.122.0/23,None,25472,25472
1657738207,79.107.135.0/24,None,25472,25472
1657907805,79.127.64.0/20,None,43754,49100
1657885746,79.127.72.0/22,None,43754,49100
1657738344,79.134.54.247/32,None,42459,25076
1657738344,79.134.56.77/32,None,42459,41017
1657738344,79.134.58.75/32,None,42459,25076
1657879793,79.173.67.0/24,None,60484,43966
1657910261,80.71.145.0/24,None,1239,19728+59447
1657868499,80.89.32.0/19,None,16175,29695
1657899869,80.89.183.0/24,None,35074,24634+9051
1657904903,80.89.185.0/24,None,35074,24634+9051
1657738308,80.90.64.6/32,None,21266,21266
1657738172,80.228.87.0/25,None,9145,9145
1657738076,80.240.6.2/32,None,21412,21412
1657913690,80.243.120.0/24,None,51482,31027
1657738118,80.250.149.26/32,None,1680,1680
1657922125,81.8.114.0/24,None,15924,8386
1657738179,81.17.138.183/32,None,21500,21437
1657886270,81.19.216.0/24,None,1299,25369
1657917948,81.24.128.0/20,None,31133,20632
1657900747,81.89.224.0/24,None,8879,12437
1657897837,82.115.24.0/22,None,61317,212552
1657886856,82.119.75.0/24,None,8262,8262
1657738223,82.160.134.116/32,None,201695,201695
1657738118,82.166.37.254/32,None,1680,1680
1657738118,82.166.62.70/32,None,1680,1680
1657738118,82.166.194.134/32,None,1680,1680
1657738118,82.166.223.192/26,None,1680,1680
1657920834,82.193.95.0/24,None,24651,34994+62453
1657917198,82.214.240.0/22,None,12440,44795
1657900673,83.66.126.0/23,None,12978,12978
1657900771,83.96.6.0/24,None,21050,21050
1657884019,83.96.17.0/24,None,21050,21050
1657914973,83.96.53.0/24,None,21050,21050
1657738338,83.96.141.26/32,None,21155,21155
1657863119,83.136.212.0/24,None,1299,61317
1657919666,83.150.216.0/24,None,211975,60558
1657738327,83.238.255.76/32,None,12741,12741
1657909635,185.55.133.0/24,None,198949,20249
1657912238,185.55.134.0/24,None,198949,20249
1657887441,185.59.218.0/24,None,201916,209242
1657887448,185.61.136.0/24,None,47674,60033+49349
1657911893,185.83.231.0/24,None,22773,205320
1657891500,185.89.77.0/24,None,61317,211373
1657911550,185.97.134.0/24,None,60268,62027
1657916613,185.117.179.0/24,None,15830,15734
1657909011,185.124.150.0/24,None,202777,56484
1657921698,185.128.227.0/24,None,61317,206216
1657887918,185.132.251.0/24,None,57704,199046
1657738393,185.134.80.0/22,None,21334,211326
1657908681,185.137.158.0/24,None,41327,206343
1657859307,185.141.206.0/24,None,57878,25369
1657738219,185.141.207.86/32,None,25369,20473+57878
1657738219,185.141.207.90/32,None,25369,20473+57878
1657887922,185.149.80.0/22,None,29119,200845
1657921828,185.158.242.0/24,None,1299,25369
1657920121,185.161.233.0/24,None,207249,203+3356+3223
1657738351,185.169.71.255/32,None,205930,205930
1657738173,185.171.139.255/32,None,34895,34895
1657863824,185.177.80.0/24,None,174,20473+57878
1657738320,185.180.82.0/24,None,206608,19905
1657738252,185.185.59.25/32,None,48614,48614
1657738252,185.185.59.228/32,None,48614,48614
1657853442,185.189.34.0/24,None,60721,212669
1657882328,185.189.125.1/32,None,49601,49601
1657882331,185.189.125.25/32,None,49601,49601
1657882339,185.189.125.57/32,None,49601,49601
1657882325,185.189.125.141/32,None,49601,49601
1657882332,185.189.125.145/32,None,49601,49601
1657882326,185.189.125.205/32,None,49601,49601
1657888208,185.191.60.0/23,None,206273,204229
1657918447,185.192.220.0/24,None,42612,20473
1657738267,185.201.47.155/32,None,49505,49505
1657909045,185.205.19.0/24,None,34984,201086
1657908205,185.221.253.0/24,None,209442,209442
1657888447,185.223.153.0/24,None,61317,12874
1657848262,185.223.165.0/24,None,57878,62468
1657921828,185.223.235.0/24,None,1299,25369
1657882326,185.226.60.9/32,None,49601,49601
1657882332,185.226.60.25/32,None,49601,49601
1657882339,185.226.60.45/32,None,49601,49601
1657882337,185.226.60.101/32,None,49601,49601
1657882326,185.226.60.129/32,None,49601,49601
1657882326,185.226.60.137/32,None,49601,49601
1657882339,185.226.60.173/32,None,49601,49601
1657882340,185.226.60.249/32,None,49601,49601
1657738344,185.227.139.97/32,None,48011,48011
1657888506,185.229.96.0/22,None,29119,200845
1657883886,185.236.248.0/24,None,209910,51487
1657881956,185.236.250.0/24,None,209910,51487
1657883656,185.243.180.0/24,None,209371,43260+211567
1657916588,185.244.94.0/24,None,30823,61317
1657888597,185.248.72.0/22,None,209529,56327
1657738384,185.253.2.0/24,None,12722,212667
1657835834,186.32.11.0/24,None,27742,28036
1657920823,186.32.16.0/22,None,262197,262197
1657912372,186.32.34.0/23,None,262197,262197
1657911140,186.32.54.0/23,None,262197,262197
1657908894,186.32.62.0/23,None,262197,262197
1657899968,186.47.137.0/24,None,28006,27757
1657903145,186.47.138.0/24,None,28006,27757
1657772367,186.113.12.0/25,None,27817,27817
1657916735,186.160.72.0/23,None,21575,19180
1657916735,186.160.100.0/23,None,21575,19180
1657898475,186.167.244.0/24,None,264731,264731
1657865944,186.176.224.0/24,None,262197,262206
1657882684,186.178.6.0/23,None,28006,27757
1657891290,186.178.107.0/24,None,28006,27757
1657910218,186.178.117.0/24,None,28006,14420+27757
1657921857,186.178.128.0/24,None,28006,22724
1657906240,190.159.30.0/24,None,10620,14080
1657915054,190.181.122.0/24,None,52251,52426
1657738261,190.187.3.0/24,None,21575,19905+19180
1657738261,190.187.15.0/24,None,21575,19905+19180
1657738261,190.187.20.0/24,None,21575,19905+19180
1657738261,190.187.53.0/24,None,21575,19905+19180
1657738261,190.187.63.0/24,None,21575,19905+19180
1657912345,190.187.69.0/24,None,21575,19905+19180
1657738261,190.187.76.0/24,None,21575,19905+19180
1657738261,190.187.77.0/24,None,21575,19905+19180
1657911078,190.187.89.0/24,None,21575,19905+19180
1657738261,190.187.97.0/24,None,21575,19905+19180
1657916930,190.211.166.0/24,None,52280,262589
1657738106,190.211.175.0/24,None,262589,52280
1657839247,190.227.188.0/22,None,263777,10481+7303
1657880993,190.233.49.0/24,None,6147,6147
1657889154,190.236.81.0/24,None,6147,6147
1657921906,190.242.37.0/24,None,262191,23520
1657918786,191.96.255.0/24,None,43260,174
1657891799,191.99.15.0/24,None,27738,27738
1657906408,191.99.105.0/24,None,27738,27738
1657855565,191.99.110.0/24,None,27738,27738
1657919854,191.99.191.0/24,None,27738,27738
1657891799,191.99.245.0/24,None,27738,27738
1657886713,191.99.246.0/24,None,27738,27738
1657908958,191.100.0.0/21,None,27668,27668
1657921436,191.100.11.0/24,None,27668,27668
1657913945,191.100.16.0/22,None,27668,27668
1657921436,191.100.48.0/21,None,27668,27668
1657920164,191.100.72.0/21,None,27668,27668
1657914823,191.100.112.0/21,None,27668,27668
1657917137,191.100.136.0/21,None,27668,27668
1657917778,191.100.144.0/21,None,27668,27668
1657916911,191.100.176.0/21,None,27668,27668
1657910552,191.100.184.0/21,None,27668,27668
1657918883,191.100.200.0/21,None,27668,27668
1657920629,191.100.240.0/21,None,27668,27668
1657915950,192.34.101.0/24,None,13830,971
1657922322,192.177.97.0/24,None,396982,18779
1657922312,192.177.139.0/24,None,64267,18779
1657904120,192.177.153.0/24,None,64267,18779
1657922312,192.177.155.0/24,None,64267,18779
1657896926,192.177.159.0/24,None,64267,18779
1657889286,192.177.160.0/24,None,54252,18779
1657919172,192.177.169.0/24,None,54252,18779
1657919172,192.177.171.0/24,None,54252,18779
1657907213,192.177.188.0/24,None,54252,18779
1657889324,192.177.190.0/24,None,54252,18779
1657904119,192.217.84.0/24,None,395428,2914
1657920820,193.19.194.0/24,None,39543,30890
1657922275,193.28.237.0/24,None,328543,203020+207990
1657921697,193.30.254.0/24,None,51490,203346
1657901546,193.84.48.0/24,None,209910,51487
1657906902,193.105.184.0/24,None,47837,7489
1657738203,193.106.208.0/32,None,50467,50467
1657922079,193.107.218.0/24,None,60798,149457
1657889991,194.5.206.0/23,None,208006,57568
1657860081,194.30.28.0/24,None,3262,3262
1657922211,194.36.26.0/24,None,206499,204994
1657875509,104.165.153.0/24,None,141039,136787
1657920362,104.234.18.0/24,None,7018,32780
1657920017,104.234.43.0/24,None,1239,16276
1657910262,104.234.185.0/24,None,1239,210703
1657910395,104.238.10.0/24,None,7029,205659
1657910395,104.238.14.0/24,None,7029,149428
1657910395,104.238.20.0/24,None,7029,149428
1657910395,104.239.10.0/23,None,7029,205659
1657911207,104.239.28.0/24,None,7029,396356
1657910395,104.239.44.0/24,None,7029,396356
1657910395,104.239.86.0/24,None,7029,133944
1657910395,104.239.124.0/23,None,7029,205659
1657910395,104.239.126.0/24,None,7029,205659
1657738047,104.247.88.0/24,None,13213,11554
1657910262,104.249.137.0/24,None,1239,14445
1657910262,104.249.139.0/24,None,1239,14445
1657910632,104.252.23.0/24,None,141039,136787
1657865258,106.71.0.0/16,None,4804,4804
1657920626,106.105.40.0/24,None,4780,9919
1657886996,106.105.111.0/24,None,4780,131627
1657904084,106.105.240.0/21,None,18049,131597
1657920626,106.106.211.0/24,None,4780,131586
1657920626,106.106.212.0/24,None,4780,131586
1657921477,106.106.224.0/24,None,9919,131586
1657921477,106.106.232.0/24,None,9919,131586
1657921477,106.106.243.0/24,None,9919,131586
1657915777,106.106.251.0/24,None,9919,131586
1657900450,106.106.254.0/24,None,4780,131586
1657914300,107.161.163.0/24,None,29802,58305
1657922127,107.181.133.0/24,None,40676,64080+58305
1657905384,107.187.34.0/24,None,22773,1040
1657921857,108.59.40.0/21,None,32413,32413
1657918582,108.165.196.0/24,None,62240,212219
1657921447,108.165.197.0/24,None,61317,200019
1657841803,108.165.220.0/24,None,61317,200482
1657877404,108.165.238.0/23,None,61317,1239
1657876228,108.179.24.0/24,None,27371,6128
1657849625,108.179.58.0/24,None,40513,6128
1657738213,109.68.104.21/32,None,49808,49808
1657921828,109.69.104.0/24,None,1299,25369
1657738204,109.95.144.1/32,None,50467,50467
1657880312,109.107.140.0/24,None,8100,8888
1657915322,109.121.34.0/24,None,61317,7018
1657903233,109.164.116.0/22,None,49931,44489
1657922319,109.203.160.0/21,None,58224,44208
1657900083,109.238.160.0/21,None,139648,61185
1657883757,109.238.160.0/21,None,209242,61185
1657916381,109.244.0.0/21,None,45090,45090
1657916381,109.244.10.0/23,None,45090,45090
1657916382,109.244.112.0/20,None,45090,45090
1657916365,109.244.144.0/21,None,45090,45090
1657916382,109.244.152.0/21,None,45090,45090
1657916365,109.244.236.0/22,None,45090,45090
1657922302,110.49.62.0/24,None,45458,9464
1657873527,110.50.62.0/24,None,17648,17648
1657922264,110.224.180.0/22,None,45609,24560
1657922264,110.227.52.0/22,None,45609,24560
1657738318,111.68.25.146/32,None,55666,55666
1657738318,111.68.25.254/32,None,55666,55666
1657878873,111.68.63.0/24,None,23944,23944
1657897336,111.88.222.0/23,None,132165,132165
1657910898,112.78.15.237/32,None,45538,45538
1657916520,112.199.91.0/24,None,131212,9658
1657910897,112.213.94.106/32,None,45544,45544
1657738208,113.11.96.143/32,None,58717,7565
1657914494,170.78.210.0/24,None,265530,270158
1657900449,170.233.122.0/23,None,265080,265080
1657881107,170.238.172.0/23,None,262485,262485
1657920558,171.22.102.0/24,None,39855,198949
1657738290,171.33.133.56/29,None,49685,49685
1657885451,171.33.135.72/30,None,28878,28878
1657910303,172.56.140.0/24,None,21928,21928
1657919437,172.93.35.0/24,None,25820,6233
1657919466,172.93.36.0/22,None,25820,6233
1657906532,172.252.125.0/24,None,64267,54252
1657904448,172.252.133.0/24,None,64267,54252
1657760768,173.241.93.0/24,None,3257,393919+32627+22996+14618+16509+393791
1657738090,175.99.75.11/32,None,9924,9924
1657738090,175.99.75.16/32,None,9924,9924
1657738090,175.99.75.18/32,None,9924,9924
1657738090,175.99.75.29/32,None,9924,9924
1657738090,175.99.75.30/32,None,9924,9924
1657738090,175.99.75.41/32,None,9924,9924
1657738090,175.99.75.45/32,None,9924,9924
1657920759,175.106.41.0/24,None,55424,55330
1657917162,175.158.36.0/23,None,135478,135478
1657917147,175.158.38.0/23,None,135478,135478
1657917074,175.158.52.0/23,None,135478,135478
1657909949,175.182.253.0/24,None,9919,4780
1657738040,176.53.196.16/28,None,205672,56534
1657738350,176.57.218.175/32,None,9123,9123
1657898558,176.65.255.0/24,None,203000,43754
1657901390,176.67.239.0/24,None,205343,211545
1657738203,176.74.250.240/28,None,28878,28878
1657921435,176.88.42.0/24,None,34984,34984
1657913281,176.109.224.0/20,None,41709,202619
1657886133,176.117.81.0/24,None,50643,59956
